user_id,question_id,role,competency,skill_group,question_type,difficulty_label,difficulty,quality_score,skill_before,skill_after,timestamp,session_order
u_0228,GEN_DS_MLOPS_TS_083,DS,MLOPS,MLOPS,THEORY,MEDIUM,0.55,0,0.1106,0.1103,2025-10-23 19:56:00,32
u_0228,CONV_TF_0031,DS,NLP,NLP,TRUE_FALSE,MEDIUM,0.55,0,0.103,0.1028,2025-10-23 20:03:00,33
u_0228,GEN_DS_MLOPS_TS_079,DS,MLOPS,MLOPS,THEORY,MEDIUM,0.55,0,0.1103,0.1101,2025-10-23 20:08:00,34
u_0228,GEN_DS_MLOPS_TS_024,DS,MLOPS,MLOPS,THEORY,MEDIUM,0.55,0,0.1101,0.1099,2025-10-23 20:13:00,35
u_0228,CONV_FB_0002,DS,ALGORITHM_THEORY,ALGORITHM_THEORY,FILL_BLANK,MEDIUM,0.55,1,0.5569,0.5924,2025-10-23 20:20:00,36
u_0228,GEN_DS_MLOPS_TS_060,DS,TIME_SERIES,ML_TIME_SERIES,THEORY,HARD,0.8,0,0.05,0.05,2025-10-23 20:28:00,37
u_0228,GEN_DS_MLOPS_TS_076,DS,MLOPS,MLOPS,THEORY,HARD,0.8,0,0.1099,0.1097,2025-10-23 20:35:00,38
u_0228,GEN_DS_EVALUATION_007,DS,EVALUATION_METRICS,EVALUATION_METRICS,THEORY,HARD,0.8,0,0.4332,0.4323,2025-10-23 20:38:00,39
u_0228,DS_YH_043,DS,DEEP_LEARNING,DEEP_LEARNING,THEORY,HARD,0.8,0,0.2669,0.2663,2025-10-23 20:44:00,40
u_0152,DA_LZ_002,DA,SQL_DATABASE,SQL_DATABASE,CODING,EASY,0.3,1,0.427,0.4728,2025-08-29 10:11:00,1
u_0152,DA_LZ_049,DA,SQL_DATABASE,SQL_DATABASE,CODING,EASY,0.3,0,0.4728,0.4719,2025-08-29 10:15:00,2
u_0152,DA_LZ_051,DA,SQL_DATABASE,SQL_DATABASE,CODING,EASY,0.3,2,0.4719,0.5141,2025-08-29 10:20:00,3
u_0152,DA_LZ_093,DA,SQL_DATABASE,SQL_DATABASE,PRACTICE,EASY,0.3,0,0.5141,0.5131,2025-08-29 10:27:00,4
u_0152,GEN_DA_BI_TOOLS_031,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,EASY,0.3,0,0.538,0.5369,2025-08-29 10:34:00,5
u_0152,GEN_DA_BI_TOOLS_001,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,EASY,0.3,0,0.5369,0.5359,2025-08-29 10:42:00,6
u_0152,GEN_DA_BI_TOOLS_011,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,EASY,0.3,2,0.5359,0.573,2025-08-29 10:50:00,7
u_0152,GEN_DA_BI_TOOLS_023,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,EASY,0.3,2,0.573,0.6071,2025-08-29 10:55:00,8
u_0152,GEN_DA_BI_TOOLS_016,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,EASY,0.3,1,0.6071,0.6386,2025-08-29 10:59:00,9
u_0152,DA_YH_072,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,THEORY,EASY,0.3,2,0.54,0.5768,2025-08-29 11:05:00,10
u_0152,GEN_DA_STATISTICS_001,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,THEORY,EASY,0.3,1,0.5768,0.6107,2025-08-29 11:09:00,11
u_0152,GEN_DA_BI_TOOLS_025,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,EASY,0.3,2,0.6386,0.6675,2025-08-29 11:15:00,12
u_0152,GEN_DA_ANALYTICS_070,DA,ANALYTICS_BUSINESS,ANALYTICS_BUSINESS,THEORY,EASY,0.3,2,0.695,0.7194,2025-08-29 11:22:00,13
u_0152,DA_YH_068,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,THEORY,EASY,0.3,1,0.6107,0.6418,2025-08-29 11:26:00,14
u_0152,GEN_DA_ANALYTICS_091,DA,ANALYTICS_BUSINESS,ANALYTICS_BUSINESS,THEORY,EASY,0.3,2,0.7194,0.7418,2025-08-29 11:33:00,15
u_0152,GEN_DA_PYTHON_DA_041,DA,PYTHON_ANALYTICS,PYTHON_ANALYTICS,THEORY,EASY,0.3,2,0.448,0.4922,2025-08-29 11:41:00,16
u_0152,GEN_DA_ANALYTICS_085,DA,ANALYTICS_BUSINESS,ANALYTICS_BUSINESS,THEORY,EASY,0.3,2,0.7418,0.7625,2025-08-29 11:47:00,17
u_0152,GEN_DA_PYTHON_DA_031,DA,PYTHON_ANALYTICS,PYTHON_ANALYTICS,THEORY,EASY,0.3,2,0.4922,0.5328,2025-08-29 11:50:00,18
u_0152,DA_LZ_083,DA,SQL_DATABASE,SQL_DATABASE,PRACTICE,MEDIUM,0.55,2,0.5131,0.5521,2025-08-29 11:56:00,19
u_0152,DA_LZ_026,DA,SQL_DATABASE,SQL_DATABASE,CODING,MEDIUM,0.55,2,0.5521,0.5879,2025-08-29 11:59:00,20
u_0152,GEN_DA_ANALYTICS_056,DA,ANALYTICS_BUSINESS,ANALYTICS_BUSINESS,THEORY,EASY,0.3,2,0.7625,0.7815,2025-08-29 12:06:00,21
u_0152,DA_YH_061,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,THEORY,MEDIUM,0.55,1,0.6418,0.6705,2025-08-29 12:10:00,22
u_0152,DA_YH_060,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,THEORY,MEDIUM,0.55,1,0.6705,0.6968,2025-08-29 12:14:00,23
u_0152,GEN_DA_BI_TOOLS_027,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,MEDIUM,0.55,2,0.6675,0.6941,2025-08-29 12:21:00,24
u_0152,DA_LZ_062,DA,SQL_DATABASE,SQL_DATABASE,PRACTICE,MEDIUM,0.55,1,0.5879,0.6209,2025-08-29 12:28:00,25
u_0152,GEN_DA_ANALYTICS_071,DA,ANALYTICS_BUSINESS,ANALYTICS_BUSINESS,THEORY,MEDIUM,0.55,2,0.7815,0.799,2025-08-29 12:31:00,26
u_0152,CONV_FB_0014,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,FILL_BLANK,MEDIUM,0.55,2,0.6968,0.7211,2025-08-29 12:39:00,27
u_0152,GEN_DA_STATISTICS_023,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,THEORY,MEDIUM,0.55,2,0.7211,0.7434,2025-08-29 12:46:00,28
u_0152,GEN_DA_ANALYTICS_092,DA,ANALYTICS_BUSINESS,ANALYTICS_BUSINESS,THEORY,MEDIUM,0.55,2,0.799,0.8151,2025-08-29 12:49:00,29
u_0152,GEN_DA_PYTHON_DA_030,DA,PYTHON_ANALYTICS,PYTHON_ANALYTICS,THEORY,MEDIUM,0.55,0,0.5328,0.5317,2025-08-29 12:57:00,30
u_0152,GEN_DA_ANALYTICS_073,DA,ANALYTICS_BUSINESS,ANALYTICS_BUSINESS,THEORY,MEDIUM,0.55,2,0.8151,0.8299,2025-08-29 13:04:00,31
u_0152,GEN_DA_PYTHON_DA_007,DA,PYTHON_ANALYTICS,PYTHON_ANALYTICS,THEORY,MEDIUM,0.55,1,0.5317,0.5692,2025-08-29 13:07:00,32
u_0152,GEN_DA_PYTHON_DA_003,DA,PYTHON_ANALYTICS,PYTHON_ANALYTICS,THEORY,MEDIUM,0.55,0,0.5692,0.568,2025-08-29 13:13:00,33
u_0152,GEN_DA_PYTHON_DA_014,DA,PYTHON_ANALYTICS,PYTHON_ANALYTICS,THEORY,MEDIUM,0.55,2,0.568,0.6026,2025-08-29 13:19:00,34
u_0152,GEN_DA_BI_TOOLS_047,DA,BI_VISUALIZATION,TOOL_POWER_BI,THEORY,HARD,0.8,0,0.6941,0.6927,2025-08-29 13:25:00,35
u_0152,GEN_DA_ANALYTICS_077,DA,ANALYTICS_BUSINESS,ANALYTICS_FUNNEL,THEORY,HARD,0.8,2,0.8299,0.8435,2025-08-29 13:33:00,36
u_0152,DA_LZ_088,DA,SQL_DATABASE,SQL_DATABASE,PRACTICE,HARD,0.8,0,0.6209,0.6196,2025-08-29 13:41:00,37
u_0152,GEN_DA_PYTHON_DA_034,DA,PYTHON_ANALYTICS,PYTHON_PANDAS,THEORY,HARD,0.8,0,0.6026,0.6014,2025-08-29 13:47:00,38
u_0152,GEN_DA_STATISTICS_009,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,THEORY,HARD,0.8,2,0.7434,0.7639,2025-08-29 13:53:00,39
u_0152,GEN_DA_PYTHON_DA_040,DA,PYTHON_ANALYTICS,PYTHON_PANDAS,THEORY,HARD,0.8,0,0.6014,0.6002,2025-08-29 13:56:00,40
u_0370,DE_OB_006,DE,DATA_PIPELINE,DATA_PIPELINE,THEORY,EASY,0.3,0,0.25,0.2495,2025-05-10 12:27:00,1
u_0370,DE_OB_350,DE,DATA_ARCHITECTURE_MODELING,DATA_ARCHITECTURE_MODELING,THEORY,EASY,0.3,1,0.215,0.2778,2025-05-10 12:31:00,2
u_0370,CONV_TF_0097,DE,DATA_ARCHITECTURE_MODELING,DATA_ARCHITECTURE_MODELING,TRUE_FALSE,EASY,0.3,0,0.2778,0.2772,2025-05-10 12:39:00,3
u_0370,GEN_DE_PIPELINES_033,DE,DATA_PIPELINE,DATA_PIPELINE,THEORY,EASY,0.3,2,0.2495,0.3095,2025-05-10 12:43:00,4
u_0370,DE_OB_394,DE,DATA_ARCHITECTURE_MODELING,DATA_ARCHITECTURE_MODELING,THEORY,EASY,0.3,1,0.2772,0.3351,2025-05-10 12:51:00,5
u_0370,DE_OB_343,DE,DATA_ARCHITECTURE_MODELING,DATA_ARCHITECTURE_MODELING,THEORY,EASY,0.3,0,0.3351,0.3344,2025-05-10 12:54:00,6
u_0370,DE_OB_382,DE,DATA_ARCHITECTURE_MODELING,DATA_ARCHITECTURE_MODELING,THEORY,EASY,0.3,2,0.3344,0.3876,2025-05-10 13:00:00,7
u_0370,DE_OB_002,DE,DATA_PIPELINE,DATA_PIPELINE,THEORY,EASY,0.3,0,0.3095,0.3089,2025-05-10 13:07:00,8
u_0370,DE_OB_093,DE,BIG_DATA_CLOUD_TOOLS,BIG_DATA_CLOUD_TOOLS,THEORY,EASY,0.3,1,0.324,0.3781,2025-05-10 13:15:00,9
u_0370,CONV_FB_0050,DE,BIG_DATA_CLOUD_TOOLS,BIG_DATA_CLOUD_TOOLS,FILL_BLANK,EASY,0.3,1,0.3781,0.4278,2025-05-10 13:19:00,10
u_0370,DE_OB_102,DE,BIG_DATA_CLOUD_TOOLS,BIG_DATA_CLOUD_TOOLS,PRACTICE,EASY,0.3,2,0.4278,0.4736,2025-05-10 13:27:00,11
u_0370,DE_OB_288,DE,DATABASE_INTERNALS,DATABASE_INTERNALS,PRACTICE,EASY,0.3,2,0.409,0.4563,2025-05-10 13:30:00,12
u_0370,DE_OB_100,DE,BIG_DATA_CLOUD_TOOLS,BIG_DATA_CLOUD_TOOLS,PRACTICE,EASY,0.3,1,0.4736,0.5157,2025-05-10 13:36:00,13
u_0370,GEN_DE_CLOUD_STORAGE_045,DE,BIG_DATA_CLOUD_TOOLS,BIG_DATA_CLOUD_TOOLS,THEORY,EASY,0.3,0,0.5157,0.5147,2025-05-10 13:42:00,14
u_0370,DE_OB_218,DE,DATABASE_INTERNALS,DATABASE_INTERNALS,PRACTICE,EASY,0.3,2,0.4563,0.4998,2025-05-10 13:47:00,15
u_0370,DE_OB_212,DE,DATABASE_INTERNALS,DATABASE_INTERNALS,PRACTICE,EASY,0.3,2,0.4998,0.5398,2025-05-10 13:50:00,16
u_0370,GEN_DE_SYSTEM_029,DE,SYSTEM_ARCHITECTURE,SYSTEM_ARCHITECTURE,THEORY,EASY,0.3,0,0.05,0.05,2025-05-10 13:58:00,17
u_0370,DE_OB_199,DE,DATABASE_INTERNALS,DATABASE_INTERNALS,PRACTICE,EASY,0.3,2,0.5398,0.5766,2025-05-10 14:04:00,18
u_0370,DE_OB_405,DE,SYSTEM_ARCHITECTURE,SYSTEM_ARCHITECTURE,THEORY,EASY,0.3,0,0.05,0.05,2025-05-10 14:11:00,19
u_0370,DE_OB_294,DE,DATABASE_INTERNALS,DATABASE_INTERNALS,PRACTICE,EASY,0.3,2,0.5766,0.6105,2025-05-10 14:18:00,20
u_0370,GEN_DE_PIPELINES_006,DE,DATA_PIPELINE,DATA_PIPELINE,THEORY,MEDIUM,0.55,2,0.3089,0.3642,2025-05-10 14:22:00,21
u_0370,DE_OB_016,DE,DATA_PIPELINE,DATA_PIPELINE,THEORY,MEDIUM,0.55,0,0.3642,0.3635,2025-05-10 14:28:00,22
u_0370,GEN_DE_PIPELINES_013,DE,DATA_PIPELINE,DATA_PIPELINE,THEORY,MEDIUM,0.55,2,0.3635,0.4144,2025-05-10 14:36:00,23
u_0370,GEN_DE_SYSTEM_074,DE,SYSTEM_ARCHITECTURE,SYSTEM_ARCHITECTURE,THEORY,EASY,0.3,0,0.05,0.05,2025-05-10 14:43:00,24
u_0370,CONV_TF_0048,DE,DATA_ARCHITECTURE_MODELING,DATA_ARCHITECTURE_MODELING,TRUE_FALSE,MEDIUM,0.55,1,0.3876,0.4366,2025-05-10 14:46:00,25
u_0370,DE_OB_396,DE,DATA_ARCHITECTURE_MODELING,DATA_ARCHITECTURE_MODELING,THEORY,MEDIUM,0.55,0,0.4366,0.4358,2025-05-10 14:53:00,26
u_0370,DE_OB_137,DE,BIG_DATA_CLOUD_TOOLS,BIG_DATA_CLOUD_TOOLS,THEORY,MEDIUM,0.55,1,0.5147,0.5535,2025-05-10 14:57:00,27
u_0370,DE_OB_086,DE,BIG_DATA_CLOUD_TOOLS,BIG_DATA_CLOUD_TOOLS,THEORY,MEDIUM,0.55,1,0.5535,0.5892,2025-05-10 15:05:00,28
u_0370,GEN_DE_DATABASES_005,DE,DATABASE_INTERNALS,DATABASE_INTERNALS,THEORY,MEDIUM,0.55,2,0.6105,0.6416,2025-05-10 15:09:00,29
u_0370,DE_OB_274,DE,DATABASE_INTERNALS,DATABASE_INTERNALS,PRACTICE,MEDIUM,0.55,1,0.6416,0.6703,2025-05-10 15:13:00,30
u_0370,CONV_TF_0056,DE,DATA_ARCHITECTURE_MODELING,DATA_ARCHITECTURE_MODELING,TRUE_FALSE,MEDIUM,0.55,2,0.4358,0.4809,2025-05-10 15:18:00,31
u_0370,GEN_DE_SYSTEM_063,DE,SYSTEM_ARCHITECTURE,SYSTEM_ARCHITECTURE,THEORY,MEDIUM,0.55,0,0.05,0.05,2025-05-10 15:23:00,32
u_0370,DE_OB_030,DE,DATA_PIPELINE,DATA_PIPELINE,THEORY,HARD,0.8,0,0.4144,0.4136,2025-05-10 15:29:00,33
u_0370,DE_OB_256,DE,DATABASE_INTERNALS,DATABASE_INTERNALS,PRACTICE,HARD,0.8,0,0.6703,0.669,2025-05-10 15:36:00,34
u_0370,GEN_DE_SYSTEM_075,DE,SYSTEM_ARCHITECTURE,SYSTEM_ARCHITECTURE,THEORY,HARD,0.8,1,0.05,0.126,2025-05-10 15:44:00,35
u_0370,GEN_DE_PIPELINES_038,DE,DATA_PIPELINE,DATA_PIPELINE,THEORY,HARD,0.8,1,0.4136,0.4605,2025-05-10 15:47:00,36
u_0370,GEN_DE_CLOUD_STORAGE_022,DE,BIG_DATA_CLOUD_TOOLS,BIG_DATA_CLOUD_TOOLS,THEORY,HARD,0.8,0,0.5892,0.5881,2025-05-10 15:55:00,37
u_0370,GEN_DE_SYSTEM_085,DE,SYSTEM_ARCHITECTURE,SYSTEM_ARCHITECTURE,THEORY,HARD,0.8,0,0.126,0.1257,2025-05-10 16:02:00,38
u_0370,GEN_DE_SYSTEM_083,DE,SYSTEM_ARCHITECTURE,SYSTEM_ARCHITECTURE,THEORY,HARD,0.8,0,0.1257,0.1255,2025-05-10 16:07:00,39
u_0370,GEN_DE_SYSTEM_078,DE,SYSTEM_ARCHITECTURE,SYSTEM_ARCHITECTURE,THEORY,HARD,0.8,0,0.1255,0.1252,2025-05-10 16:11:00,40
u_0218,CONV_TF_0084,DS,ALGORITHM_THEORY,ALGORITHM_THEORY,TRUE_FALSE,EASY,0.3,1,0.355,0.4066,2025-06-12 16:05:00,1
u_0218,CONV_TF_0066,DS,EVALUATION_METRICS,EVALUATION_METRICS,TRUE_FALSE,EASY,0.3,2,0.412,0.459,2025-06-12 16:08:00,2
u_0218,GEN_DS_DATA_ENG_DS_006,DS,DATA_PREPROCESSING,DATA_PREPROCESSING,THEORY,EASY,0.3,2,0.437,0.482,2025-06-12 16:16:00,3
u_0218,DS_YH_087,DS,EVALUATION_METRICS,EVALUATION_METRICS,THEORY,EASY,0.3,1,0.459,0.5023,2025-06-12 16:19:00,4
u_0218,CONV_TF_0049,DS,DEEP_LEARNING,DEEP_LEARNING,TRUE_FALSE,EASY,0.3,0,0.108,0.1078,2025-06-12 16:23:00,5
u_0218,CONV_FB_0075,DS,ALGORITHM_THEORY,ALGORITHM_THEORY,FILL_BLANK,EASY,0.3,2,0.4066,0.4541,2025-06-12 16:28:00,6
u_0218,GEN_DS_MLOPS_TS_040,DS,TIME_SERIES,TIME_SERIES,THEORY,EASY,0.3,2,0.465,0.5078,2025-06-12 16:35:00,7
u_0218,GEN_DS_MLOPS_TS_051,DS,TIME_SERIES,ML_TIME_SERIES,THEORY,EASY,0.3,2,0.5078,0.5472,2025-06-12 16:43:00,8
u_0218,GEN_DS_MLOPS_TS_041,DS,TIME_SERIES,ML_TIME_SERIES,THEORY,EASY,0.3,2,0.5472,0.5834,2025-06-12 16:47:00,9
u_0218,GEN_DS_MLOPS_TS_046,DS,TIME_SERIES,ML_TIME_SERIES,THEORY,EASY,0.3,2,0.5834,0.6167,2025-06-12 16:51:00,10
u_0218,GEN_DS_NLP_010,DS,NLP,NLP,THEORY,EASY,0.3,1,0.05,0.126,2025-06-12 16:55:00,11
u_0218,DS_GH_088,DS,ALGORITHM_THEORY,ALGORITHM_THEORY,THEORY,MEDIUM,0.55,0,0.4541,0.4532,2025-06-12 16:59:00,12
u_0218,DS_GH_038,DS,ALGORITHM_THEORY,ALGORITHM_THEORY,THEORY,MEDIUM,0.55,1,0.4532,0.4969,2025-06-12 17:03:00,13
u_0218,CONV_FB_0067,DS,DEEP_LEARNING,DEEP_LEARNING,FILL_BLANK,EASY,0.3,0,0.1078,0.1076,2025-06-12 17:08:00,14
u_0218,DS_GH_127,DS,ALGORITHM_THEORY,ALGORITHM_THEORY,CODING,MEDIUM,0.55,2,0.4969,0.5372,2025-06-12 17:11:00,15
u_0218,GEN_DS_EVALUATION_024,DS,EVALUATION_METRICS,EVAL_CROSS_VALIDATION,THEORY,MEDIUM,0.55,2,0.5023,0.5421,2025-06-12 17:14:00,16
u_0218,DS_GH_039,DS,EVALUATION_METRICS,EVALUATION_METRICS,THEORY,MEDIUM,0.55,0,0.5421,0.541,2025-06-12 17:22:00,17
u_0218,GEN_DS_DATA_ENG_DS_012,DS,DATA_PREPROCESSING,DATA_PREPROCESSING,THEORY,MEDIUM,0.55,1,0.482,0.5235,2025-06-12 17:25:00,18
u_0218,GEN_DS_DATA_ENG_DS_046,DS,DATA_PREPROCESSING,DATA_PREPROCESSING,THEORY,MEDIUM,0.55,0,0.5235,0.5224,2025-06-12 17:32:00,19
u_0218,DS_YH_085,DS,EVALUATION_METRICS,EVALUATION_METRICS,THEORY,MEDIUM,0.55,0,0.541,0.54,2025-06-12 17:38:00,20
u_0218,DS_YH_046,DS,DEEP_LEARNING,DEEP_LEARNING,THEORY,MEDIUM,0.55,0,0.1076,0.1074,2025-06-12 17:43:00,21
u_0218,DS_GH_067,DS,NLP,NLP,THEORY,MEDIUM,0.55,0,0.126,0.1257,2025-06-12 17:50:00,22
u_0218,GEN_DS_NLP_031,DS,NLP,NLP,THEORY,MEDIUM,0.55,0,0.1257,0.1255,2025-06-12 17:56:00,23
u_0218,DS_GH_064,DS,NLP,NLP,THEORY,MEDIUM,0.55,0,0.1255,0.1252,2025-06-12 18:03:00,24
u_0218,GEN_DS_DATA_ENG_DS_031,DS,DATA_PREPROCESSING,DATA_PREPROCESSING,THEORY,MEDIUM,0.55,2,0.5224,0.5606,2025-06-12 18:07:00,25
u_0218,GEN_DS_NLP_012,DS,NLP,NLP,THEORY,MEDIUM,0.55,0,0.1252,0.125,2025-06-12 18:11:00,26
u_0218,DS_GH_094,DS,TIME_SERIES,TIME_SERIES,THEORY,MEDIUM,0.55,2,0.6167,0.6474,2025-06-12 18:17:00,27
u_0218,GEN_DS_MLOPS_TS_019,DS,MLOPS,MLOPS,THEORY,MEDIUM,0.55,0,0.233,0.2325,2025-06-12 18:24:00,28
u_0218,GEN_DS_MLOPS_TS_072,DS,MLOPS,MLOPS,THEORY,MEDIUM,0.55,2,0.2325,0.2939,2025-06-12 18:29:00,29
u_0218,GEN_DS_MLOPS_TS_048,DS,TIME_SERIES,ML_TIME_SERIES,THEORY,MEDIUM,0.55,2,0.6474,0.6756,2025-06-12 18:37:00,30
u_0218,GEN_DS_MLOPS_TS_028,DS,MLOPS,MLOPS,THEORY,MEDIUM,0.55,0,0.2939,0.2933,2025-06-12 18:43:00,31
u_0218,DS_GH_051,DS,ALGORITHM_THEORY,ALGORITHM_THEORY,THEORY,MEDIUM,0.55,0,0.5372,0.5361,2025-06-12 18:51:00,32
u_0218,GEN_DS_MLOPS_TS_079,DS,MLOPS,MLOPS,THEORY,MEDIUM,0.55,0,0.2933,0.2928,2025-06-12 18:56:00,33
u_0218,GEN_DS_MLOPS_TS_091,DS,MLOPS,MLOPS,THEORY,MEDIUM,0.55,0,0.2928,0.2922,2025-06-12 18:59:00,34
u_0218,GEN_DS_DATA_ENG_DS_032,DS,DATA_PREPROCESSING,DATA_PREPROCESSING,THEORY,MEDIUM,0.55,0,0.5606,0.5595,2025-06-12 19:05:00,35
u_0218,GEN_DS_DEEP_LEARNING_008,DS,DEEP_LEARNING,DEEP_LEARNING,THEORY,HARD,0.8,0,0.1074,0.1071,2025-06-12 19:10:00,36
u_0218,GEN_DS_DATA_ENG_DS_024,DS,DATA_PREPROCESSING,DATA_PREPROCESSING,THEORY,HARD,0.8,0,0.5595,0.5584,2025-06-12 19:15:00,37
u_0218,GEN_DS_DEEP_LEARNING_001,DS,DEEP_LEARNING,DEEP_LEARNING,THEORY,HARD,0.8,0,0.1071,0.1069,2025-06-12 19:20:00,38
u_0218,GEN_DS_NLP_024,DS,NLP,NLP,THEORY,HARD,0.8,0,0.125,0.1247,2025-06-12 19:26:00,39
u_0218,GEN_DS_EVALUATION_019,DS,EVALUATION_METRICS,EVALUATION_METRICS,THEORY,HARD,0.8,0,0.54,0.5389,2025-06-12 19:31:00,40
u_0155,DA_LZ_093,DA,SQL_DATABASE,SQL_DATABASE,PRACTICE,EASY,0.3,2,0.593,0.6256,2025-02-11 09:48:00,1
u_0155,DA_LZ_051,DA,SQL_DATABASE,SQL_DATABASE,CODING,EASY,0.3,2,0.6256,0.6555,2025-02-11 09:54:00,2
u_0155,GEN_DA_BI_TOOLS_045,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,EASY,0.3,0,0.318,0.3174,2025-02-11 09:57:00,3
u_0155,GEN_DA_BI_TOOLS_015,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,EASY,0.3,1,0.3174,0.372,2025-02-11 10:02:00,4
u_0155,GEN_DA_BI_TOOLS_016,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,EASY,0.3,2,0.372,0.4222,2025-02-11 10:07:00,5
u_0155,CONV_FB_0016,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,FILL_BLANK,EASY,0.3,1,0.401,0.4489,2025-02-11 10:12:00,6
u_0155,DA_YH_062,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,THEORY,EASY,0.3,2,0.4489,0.493,2025-02-11 10:18:00,7
u_0155,CONV_FB_0049,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,FILL_BLANK,EASY,0.3,2,0.493,0.5336,2025-02-11 10:26:00,8
u_0155,GEN_DA_ANALYTICS_104,DA,ANALYTICS_BUSINESS,ANALYTICS_BUSINESS,THEORY,EASY,0.3,0,0.503,0.502,2025-02-11 10:30:00,9
u_0155,GEN_DA_STATISTICS_011,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,THEORY,EASY,0.3,2,0.5336,0.5709,2025-02-11 10:38:00,10
u_0155,GEN_DA_ANALYTICS_086,DA,ANALYTICS_BUSINESS,ANALYTICS_BUSINESS,THEORY,EASY,0.3,2,0.502,0.5418,2025-02-11 10:42:00,11
u_0155,GEN_DA_PYTHON_DA_016,DA,PYTHON_ANALYTICS,PYTHON_ANALYTICS,THEORY,EASY,0.3,0,0.646,0.6447,2025-02-11 10:47:00,12
u_0155,DA_LZ_067,DA,SQL_DATABASE,SQL_DATABASE,PRACTICE,MEDIUM,0.55,2,0.6555,0.6831,2025-02-11 10:55:00,13
u_0155,DA_LZ_026,DA,SQL_DATABASE,SQL_DATABASE,CODING,MEDIUM,0.55,2,0.6831,0.7084,2025-02-11 11:03:00,14
u_0155,GEN_DA_PYTHON_DA_043,DA,PYTHON_ANALYTICS,PYTHON_ANALYTICS,THEORY,EASY,0.3,2,0.6447,0.6731,2025-02-11 11:06:00,15
u_0155,DA_LZ_041,DA,SQL_DATABASE,SQL_DATABASE,CODING,MEDIUM,0.55,2,0.7084,0.7318,2025-02-11 11:11:00,16
u_0155,DA_LZ_131,DA,SQL_DATABASE,SQL_DATABASE,MC_SINGLE,MEDIUM,0.55,2,0.7318,0.7532,2025-02-11 11:15:00,17
u_0155,GEN_DA_BI_TOOLS_022,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,MEDIUM,0.55,0,0.4222,0.4214,2025-02-11 11:23:00,18
u_0155,GEN_DA_BI_TOOLS_017,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,MEDIUM,0.55,0,0.4214,0.4205,2025-02-11 11:28:00,19
u_0155,GEN_DA_STATISTICS_010,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,THEORY,MEDIUM,0.55,1,0.5709,0.6052,2025-02-11 11:35:00,20
u_0155,GEN_DA_BI_TOOLS_026,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,MEDIUM,0.55,0,0.4205,0.4197,2025-02-11 11:38:00,21
u_0155,GEN_DA_ANALYTICS_042,DA,BI_VISUALIZATION,BI_VISUALIZATION,THEORY,MEDIUM,0.55,2,0.4197,0.4661,2025-02-11 11:43:00,22
u_0155,DA_YH_058,DA,STATISTICS_EXPERIMENTATION,STATISTICS_EXPERIMENTATION,THEORY,MEDIUM,0.55,2,0.6052,0.6368,2025-02-11 11:48:00,23
u_0155,GEN_DA_ANALYTICS_046,DA,ANALYTICS_BUSINESS,ANALYTICS_BUSINESS,THEORY,MEDIUM,0.55,0,0.5418,0.5408,2025-02-11 11:56:00,24
u_0155,GEN_DA_ANALYTICS_081,DA,ANALYTICS_BUSINESS,ANALYTICS_BUSINESS,THEORY,MEDIUM,0.55,2,0.5408,0.5775,2025-02-11 12:04:00,25
u_0155,GEN_DA_ANALYTICS_088,DA,ANALYTICS_BUSINESS,ANALYTICS_BUSINESS,THEORY,MEDIUM,0.55,2,0.5775,0.6113,2025-02-11 12:10:00,26
u_0155,GEN_DA_ANALYTICS_090,DA,ANALYTICS_BUSINESS,ANALYTICS_BUSINESS,THEORY,MEDIUM,0.55,0,0.6113,0.6101,2025-02-11 12:15:00,27
